-0.0075323,-0.043488,0.23681,0.28933,-0.073952,-0.19005,0.056471,0.16916,-0.47738,0.28925,0.0054596,0.073201,-0.22258,-0.055437,0.30851,0.15037,-0.13148,0.3964,-0.24495,0.3325
0.07815,0.3337,0.22081,-0.02275,-0.37668,-0.58985,0.065359,0.041242,0.32128,0.29236,-0.53437,-0.0098172,0.0073676,0.12343,0.029896,-0.0657,-0.090571,-0.0038191,-0.078439,-0.011092
0.38301,0.3734,0.071537,-0.35531,-0.50338,-0.27849,0.0073898,0.22326,0.1458,0.076402,-0.49375,-0.10764,-0.0056767,0.085184,0.015163,0.021263,0.039306,0.032651,-0.0037046,0.068861
0.17504,-0.029025,0.012445,0.055789,-0.18658,0.13968,0.06477,0.073169,0.38734,-0.63679,-0.17883,0.15299,-0.15643,0.080546,0.045411,0.079991,0.3764,0.1646,0.27814,0.091291
0.41491,0.3907,0.38388,-0.27316,-0.26824,-0.12964,-0.17526,0.35925,0.13887,0.18649,-0.39019,-0.070322,0.048056,0.038471,-0.038844,0.036307,0.030823,-0.11197,0.0029623,-0.021993
0.13375,0.21033,-0.303,0.13759,0.01598,-0.15382,0.30018,0.029362,-0.13173,0.0923,-0.1184,-0.20204,-0.23353,0.24688,-0.34006,0.56552,0.25187,-0.044359,-0.12237,0.04204
0.98958,0.54338,3.3309,-2.3018,-0.14956,0.53941,-0.65579,1.2131,-0.33361,-0.19722,0.29524,0.027678,-0.0044464,-0.073542,0.011461,0.035678,-0.010019,0.026321,0.011996,-0.012664
-0.0022576,-0.11172,0.088455,-0.072982,0.0092997,0.29045,-0.55779,0.13034,-0.22412,0.13877,0.2853,-0.21856,-0.30071,0.26801,-0.33675,-0.21513,0.13328,-0.017729,0.1595,-0.039314
0.079842,-0.097965,-0.07833,0.017687,0.13855,-0.01897,-0.39444,-0.19057,-0.26639,-0.4465,-0.45878,0.071957,0.17245,0.12377,0.2938,0.35473,0.094134,-0.097032,0.020389,-0.07519
-0.041239,-0.033585,0.19443,0.075336,0.36145,-0.11057,-0.072881,0.10373,-0.40737,0.11201,-0.18299,0.057637,-0.068218,0.45862,-0.22723,0.27406,0.086329,0.074134,0.46415,0.12356
0.14903,0.33248,0.3856,-0.50139,-0.18106,-0.36063,0.024733,0.42089,0.010794,0.13381,-0.342,0.051007,0.061727,0.082811,0.098228,-0.087779,0.078261,0.013478,-0.23616,0.10306
-0.0085249,0.12662,0.0060981,-0.36327,0.1372,0.11311,-0.010166,-0.088922,-0.029076,0.083764,0.24769,-0.32418,0.28601,0.51679,-0.095861,-0.01391,0.20653,-0.12873,0.4673,0.077735
0.17731,-0.25299,0.12416,0.18416,0.17442,0.10491,-0.35753,-0.15167,0.0027558,0.31688,-0.057248,0.42796,0.067552,0.40426,0.30252,-0.026238,0.23962,0.1219,0.20326,-0.10605
-0.069164,-0.20524,0.051576,0.035134,0.19887,-0.14464,-0.013641,0.40249,-0.26207,0.38053,0.21817,0.24225,0.022882,0.23614,0.011745,0.36517,0.093902,0.043533,0.40627,-0.20372
0.080651,0.17592,0.046913,-0.0073577,0.068733,-0.094971,-0.015838,0.21467,0.21449,0.20471,0.59374,-0.098993,0.45282,0.12575,-0.23814,0.21013,-0.076614,0.0589,-0.11548,0.33491
0.11374,0.36537,0.70139,-0.13195,0.017615,-0.1457,0.36995,0.26399,0.18155,0.20895,-0.31678,-0.057616,-0.14716,0.10213,0.038112,-0.088479,0.011182,0.017459,0.01159,0.10081
0.96147,0.28633,-0.079243,-0.36416,0.53156,-0.079563,-0.27427,-0.49574,0.51493,0.6761,-0.61618,0.16305,-0.014885,-0.2438,0.16229,-0.12139,0.13981,0.025814,-0.035336,-0.01433
5.1707,0.1216,0.41999,0.7666,-0.065616,0.081706,0.26607,0.13719,-0.18789,-0.044376,0.17933,0.00098777,-0.0026511,0.011401,0.018435,-0.0016117,0.057088,0.0055886,-0.017908,-0.0015563
0.207,0.2717,0.41295,-0.3655,-0.18049,-0.29428,0.023338,0.37417,0.28845,0.31523,-0.43021,-0.072949,-0.075427,0.01594,-0.0036856,-0.11294,-0.0023276,0.02561,-0.027033,-0.034434
0.10158,-0.092589,0.22184,-0.14302,-0.22078,0.19406,-0.28612,-0.17419,-0.14398,0.26325,0.17398,-0.15162,0.47028,0.092789,-0.14603,0.42357,-0.1649,0.12069,-0.3302,0.098393
0.11463,0.2604,0.037307,0.0031448,-0.13119,-0.16103,-0.1956,-0.28659,0.07679,-0.30518,0.060507,0.26435,0.49481,0.4137,0.034706,-0.0095284,-0.13674,-0.30424,-0.23131,0.014114
0.013616,-0.090815,0.18341,-0.17209,-0.017221,0.08074,-0.60483,-0.10208,-0.15811,0.21662,0.25674,0.30851,0.43778,-0.068089,0.087989,0.036938,-0.14957,0.24249,-0.071898,-0.15781
0.74158,-0.12061,-0.11051,-0.0049433,0.27756,-0.46385,0.24195,0.14113,-0.050255,0.16281,-0.023118,-0.056893,-0.05177,-0.020725,-0.034658,-0.1009,-0.073082,-0.066109,-0.035119,0.014861
0.063302,-0.039746,0.33726,0.067202,0.02712,-0.26112,-0.035551,0.030045,-0.52263,-0.11611,-0.0021149,-0.10542,0.22128,-0.14771,0.15935,0.28495,-0.1952,-0.37632,-0.049872,-0.39494
-0.017802,0.031936,-0.0047628,-0.27015,0.24884,0.14838,-0.3081,-0.059851,-0.43718,-0.0084344,-0.12047,0.032518,0.1442,0.40044,0.49054,-0.059126,-0.1878,0.050334,-0.27205,0.17104
0.025536,0.32977,0.33267,-0.57122,-0.26908,-0.25689,-0.078105,0.38796,0.16951,0.19237,-0.34355,-0.0080129,0.007077,0.0028733,-0.041756,-0.040445,-0.020279,-0.037696,-0.069141,-0.042202
1.0683,-0.23176,0.20414,-0.4422,-0.056145,-0.28685,-0.12237,0.2838,0.25737,0.13494,-0.36716,-0.016216,0.0029003,0.034426,-0.06673,-0.037285,0.085924,-0.043122,-0.04357,0.040444
0.32267,-0.1651,0.0061531,-0.17414,-0.026366,0.185,-0.096503,-0.2978,-0.33925,-0.17849,-0.41702,0.24628,-0.015451,-0.34241,-0.14978,-0.29012,0.15625,-0.30687,-0.05822,-0.071155
-0.079957,0.061865,-0.1719,0.16906,-0.29413,-0.19126,-0.25321,-0.23552,-0.08528,0.29087,-0.17411,-0.26108,0.14525,-0.10325,0.61606,0.23393,-0.1171,0.19982,-0.011356,-0.061298
-0.051625,0.48746,0.12985,-0.15705,-0.24724,-0.28604,-0.16436,0.20944,0.14555,-0.10421,0.11493,-0.31759,0.17437,-0.275,0.26083,0.1061,-0.32893,-0.1004,0.22307,0.096885
0.27268,0.4274,0.48913,-0.40791,-0.33324,-0.20688,-0.1059,0.18513,0.20118,0.17154,-0.30177,0.072155,-0.028569,0.16319,0.0047399,-0.041518,-0.027191,-0.063353,-0.080861,-0.030973
0.2009,0.47774,0.34778,-0.26453,-0.32835,-0.37744,-0.10947,0.29216,0.065143,0.25022,-0.38549,-0.016318,0.041765,0.14306,0.04695,-0.086051,-0.0085282,-0.035488,0.092353,0.039864
0.063915,-0.14523,-0.053896,-0.073703,-0.028433,-0.53328,0.29472,0.15162,0.35519,-0.38462,0.37308,0.036446,-0.035067,0.10976,-0.10199,0.075385,0.18674,0.24336,-0.080655,0.17268
-0.0047192,0.022832,-0.20023,-0.23485,0.21484,0.0039314,0.22944,0.051703,0.28847,0.23137,0.078126,-0.18424,-0.088397,-0.4089,0.28304,0.412,-0.27645,-0.24679,0.024009,-0.26725
0.30775,0.30129,0.40731,-0.36029,-0.14956,-0.32737,-0.056417,0.15741,0.12877,0.12753,-0.44802,-0.088771,-0.084756,0.2111,-0.089791,-0.066821,0.068756,-0.013054,-0.049839,-0.2865
-0.037235,0.069141,-0.29074,-0.020477,0.20767,0.31561,-0.13627,0.36941,-0.11352,-0.27685,-0.17438,-0.15699,0.26419,0.4872,-0.18668,0.020201,-0.18431,0.25267,-0.11789,0.14812
0.14752,0.4383,0.36832,-0.38734,-0.29448,-0.27088,-0.11443,0.43525,0.12425,0.018069,-0.29053,-0.13464,-0.0055138,-0.045105,-0.084057,-0.15711,0.054776,-0.15443,0.042269,-0.054987
0.23636,0.29684,0.18836,-0.44255,-0.22139,-0.32248,-0.022662,0.43029,0.18416,0.23024,-0.46433,-0.066881,0.075012,0.026706,-0.057242,-0.08822,0.066369,-0.031636,-0.11798,-0.10935
0.28718,0.20878,0.43983,-0.17942,-0.37194,-0.2075,-0.41973,0.38816,0.17587,0.16454,-0.43066,-0.028273,-0.022255,0.033404,0.045086,-0.079464,0.044904,0.10658,-0.13526,0.0082398
